@name,enabled,type,nameUi,order,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
dreadnought_tower_german_main_b_2_large_var,,tower_main,Foredeck Tower IV,,540,1875000,,115,vdt_tower_main_b_tall,1.2,,tower_main,,need(BB_Nassau_Large;BB_Helgoland),"tower_main(1), night(26), aim(12.5), acc(6), acc_long(14), radio(32), fire_ex(10), smoke(-30), size(14.5), tspot(3900), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,540,405,625000,1875000
dreadnought_tower_german_main_b_large_var,,tower_main,Foredeck Tower III,,492,1725000,,110,vdt_tower_main_b_tall,1.15,,tower_main,,need(BB_Nassau_Large;BB_Helgoland),"tower_main(1), night(25), aim(12), acc(5.5), acc_long(13.5), radio(38), fire_ex(9.5), smoke(-29), size(14), tspot(3700), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,492,369,575000,1725000
dreadnought_tower_german_main_3,,tower_main,Advanced Foredeck Tower III,,489,1695000,,125,vdt_tower_main,1.1,,tower_main,,"need(BC_VonderTann;BB_Nassau;BB_Nassau_Large), need(g2), needunlock(early_BB_towers_level_3)","tower_main(1), night(25), aim(11), acc(5), acc_long(13), radio(37), fire_ex(9), smoke(-28), size(13.5), tspot(3600), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,489,366.75,565000,1695000
dreadnought_tower_german_main_2,,tower_main,Advanced Foredeck Tower II,,453.6,1575000,,115,vdt_tower_main,1.05,,tower_main,,"need(BC_VonderTann;BB_Nassau;BB_Nassau_Large), need(g2), needunlock(early_BB_towers_level_2)","tower_main(1), night(24), aim(10.5), acc(4.5), acc_long(12), radio(35), fire_ex(8), smoke(-27), size(13), tspot(3400), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,453.6,340.2,525000,1575000
dreadnought_tower_german_main_1,,tower_main,Advanced Foredeck Tower I,,432,1485000,,110,vdt_tower_main,1,,tower_main,,"need(BC_VonderTann;BB_Nassau;BB_Nassau_Large), need(g2), needunlock(early_BB_towers_level_2)","tower_main(1), night(23), aim(10), acc(4.1), acc_long(11), radio(32), fire_ex(7), smoke(-25), size(12.5), tspot(3200), torpedo_detect(38)",,,,,,,,,,,,,,,,,,,432,324,495000,1485000
dreadnought_tower_german_main_b_2,,tower_main,Foredeck Tower II,,420,1395000,,105,vdt_tower_main_b,1.05,,tower_main,,"need(BC_VonderTann;BB_Nassau;BB_Nassau_Large), need(g2)","tower_main(1), night(22), aim(9.5), acc(3.8), acc_long(10.5), radio(30), fire_ex(6.5), smoke(-24), size(12.1), tspot(3000), torpedo_detect(36)",,,,,,,,,,,,,,,,,,,420,315,465000,1395000
dreadnought_tower_german_main_b,,tower_main,Foredeck Tower I,,390,1275000,,100,vdt_tower_main_b,1,,tower_main,,"need(BC_VonderTann), need(g2)","tower_main(1), night(20), aim(9), acc(3.5), acc_long(10), radio(28), fire_ex(6), smoke(-22), size(11.7), tspot(2800), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,390,292.5,425000,1275000
dreadnought_tower_german_main_3_small,,tower_main,Advanced Foredeck Tower III,,489,1695000,,125,vdt_tower_main_tall,1,,tower_main,,"need(CA_Blucher), need(g2), needunlock(earlycruisertowers_level_4)","tower_main(1), night(25), aim(11), acc(5), acc_long(13), radio(37), fire_ex(9), smoke(-28), size(13.5), tspot(3600), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,489,366.75,565000,1695000
dreadnought_tower_german_main_2_small,,tower_main,Advanced Foredeck Tower II,,453.6,1575000,,115,vdt_tower_main_tall,0.95,,tower_main,,"need(CA_Blucher), need(g2), needunlock(earlycruisertowers_level_3)","tower_main(1), night(24), aim(10.5), acc(4.5), acc_long(12), radio(35), fire_ex(8), smoke(-27), size(13), tspot(3400), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,453.6,340.2,525000,1575000
dreadnought_tower_german_main_1_small,,tower_main,Advanced Foredeck Tower I,,432,1485000,,110,vdt_tower_main_tall,0.9,,tower_main,,"need(CA_Blucher), need(g2), needunlock(earlycruisertowers_level_3)","tower_main(1), night(23), aim(10), acc(4.1), acc_long(11), radio(32), fire_ex(7), smoke(-25), size(12.5), tspot(3200), torpedo_detect(38)",,,,,,,,,,,,,,,,,,,432,324,495000,1485000
dreadnought_tower_german_main_b_2_small,,tower_main,Foredeck Tower II,,420,1395000,,105,vdt_tower_main_b_tall,0.95,,tower_main,,"need(CA_Blucher), need(g2)","tower_main(1), night(22), aim(9.5), acc(3.8), acc_long(10.5), radio(30), fire_ex(6.5), smoke(-24), size(12.1), tspot(3000), torpedo_detect(36)",,,,,,,,,,,,,,,,,,,420,315,465000,1395000
dreadnought_tower_german_main_b_small,,tower_main,Foredeck Tower I,,390,1275000,,100,vdt_tower_main_b_tall,0.9,,tower_main,,"need(CA_Blucher), need(g2)","tower_main(1), night(20), aim(9), acc(3.5), acc_long(10), radio(28), fire_ex(6), smoke(-22), size(11.7), tspot(2800), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,390,292.5,425000,1275000
dreadnought_tower_german_main_3_small_var,,tower_main,Advanced Foredeck Tower III,,369,1695000,,125,vdt_tower_main_tall,0.77,,tower_main,,"need(CA_Italy_StGeorgio), needunlock(earlycruisertowers_level_4)","tower_main(1), night(25), aim(11), acc(5), acc_long(13), radio(37), fire_ex(9), smoke(-28), size(13.5), tspot(3600), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,369,276.75,565000,1695000
dreadnought_tower_german_main_2_small_small,,tower_main,Advanced Foredeck Tower II,,333.6,1575000,,115,vdt_tower_main_tall,0.74,,tower_main,,"need(CA_Italy_StGeorgio), needunlock(earlycruisertowers_level_3)","tower_main(1), night(24), aim(10.5), acc(4.5), acc_long(12), radio(35), fire_ex(8), smoke(-27), size(13), tspot(3400), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,333.6,250.2,525000,1575000
dreadnought_tower_german_main_1_small_small,,tower_main,Advanced Foredeck Tower I,,312,1485000,,110,vdt_tower_main_tall,0.71,,tower_main,,"need(CA_Italy_StGeorgio), needunlock(earlycruisertowers_level_3)","tower_main(1), night(23), aim(10), acc(4.1), acc_long(11), radio(32), fire_ex(7), smoke(-25), size(12.5), tspot(3200), torpedo_detect(38)",,,,,,,,,,,,,,,,,,,312,234,495000,1485000
dreadnought_tower_german_main_b_2_small_small,,tower_main,Foredeck Tower II,,300,1395000,,105,vdt_tower_main_b_tall,0.68,,tower_main,,need(CA_Italy_StGeorgio),"tower_main(1), night(22), aim(9.5), acc(3.8), acc_long(10.5), radio(30), fire_ex(6.5), smoke(-24), size(12.1), tspot(3000), torpedo_detect(36)",,,,,,,,,,,,,,,,,,,300,225,465000,1395000
dreadnought_tower_german_main_b_small_small,,tower_main,Foredeck Tower I,,270,1275000,,100,vdt_tower_main_b_tall,0.65,,tower_main,,need(CA_Italy_StGeorgio),"tower_main(1), night(20), aim(9), acc(3.5), acc_long(10), radio(28), fire_ex(6), smoke(-22), size(11.7), tspot(2800), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,270,202.5,425000,1275000
cruiser_tower_german_barbette_10,,tower_main,Barbette Main Tower III,,810,4600000,,190,vdt_tower_main_barbette_cruiser,1.15,,tower_main,,"need(German_CL_Emden_Treaty;German_CL_FK_Treaty), needunlock(earlycruisertowers_level_3)","tower_main(1), night(36), aim(19), acc(13), acc_long(22), radio(45), fire_ex(17), smoke(-32), size(21), tspot(4800), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,810,607.5,890000,2670000
cruiser_tower_german_barbette_9,,tower_main,Barbette Main Tower III,,730,4000000,,190,vdt_tower_main_barbette_cruiser,1.1,,tower_main,,"need(German_CL_Emden_Treaty;German_CL_FK_Treaty), needunlock(earlycruisertowers_level_3)","tower_main(1), night(35), aim(18), acc(12), acc_long(21), radio(43), fire_ex(16), smoke(-31), size(20), tspot(4600), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,730,547.5,890000,2670000
cruiser_tower_german_barbette_8,,tower_main,Barbette Main Tower II,,660,3500000,,180,vdt_tower_main_barbette_cruiser,1.05,,tower_main,,"need(German_CL_Emden_Treaty;German_CL_FK_Treaty), needunlock(earlycruisertowers_level_2)","tower_main(1), night(34), aim(17), acc(11), acc_long(20), radio(41), fire_ex(15), smoke(-30), size(19), tspot(4400), torpedo_detect(48)",,,,,,,,,,,,,,,,,,,660,495,890000,2670000
cruiser_tower_german_barbette_7,,tower_main,Barbette Main Tower I,,600,3000000,,170,vdt_tower_main_barbette_cruiser,1,,tower_main,,need(German_CL_Emden_Treaty;German_CL_FK_Treaty),"tower_main(1), night(32), aim(16), acc(10), acc_long(19), radio(39), fire_ex(14), smoke(-29), size(18), tspot(4200), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,600,450,890000,2670000
cruiser_tower_german_barbette_6,,tower_main,Enhanced Cruiser Main Tower VI,,561,2670000,,154,vdt_tower_main_b_barbette,1,,tower_main,,"need(German_CL_Exp_Advanced), needunlock(latecruisertowers_level_4)","tower_main(1), night(30), aim(15), acc(9.5), acc_long(18), radio(38), fire_ex(13), smoke(-28), size(17), tspot(4000), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,561,420.75,890000,2670000
cruiser_tower_german_barbette_5,,tower_main,Enhanced Cruiser Main Tower V,,537,2490000,,146,vdt_tower_main_b_barbette,0.95,,tower_main,,"need(German_CL_Exp_Advanced), needunlock(latecruisertowers_level_3)","tower_main(1), night(28), aim(14), acc(8.5), acc_long(16), radio(36), fire_ex(12), smoke(-27), size(16), tspot(3800), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,537,402.75,830000,2490000
cruiser_tower_german_barbette_4,,tower_main,Enhanced Cruiser Main Tower IV,,501,2220000,,138,vdt_tower_main_b_barbette,0.9,,tower_main,,"need(German_CL_Exp_Advanced), needunlock(latecruisertowers_level_2)","tower_main(1), night(26), aim(13), acc(7.5), acc_long(14), radio(34), fire_ex(11), smoke(-26), size(15), tspot(3600), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,501,375.75,740000,2220000
cruiser_tower_german_barbette_3,,tower_main,Enhanced Cruiser Main Tower III,,477,2070000,,130,vdt_tower_main_b,1.1,,tower_main,,"need(German_CL_Exp_Advanced), needunlock(latecruisertowers_level_2)","tower_main(1), night(24), aim(12), acc(6.5), acc_long(12), radio(32), fire_ex(10), smoke(-25), size(14), tspot(3400), torpedo_detect(38)",,,,,,,,,,,,,,,,,,,477,357.75,690000,2070000
cruiser_tower_german_barbette_2,,tower_main,Enhanced Cruiser Main Tower II,,429,1770000,,120,vdt_tower_main_b,1.05,,tower_main,,need(German_CL_Exp_Advanced),"tower_main(1), night(22), aim(11), acc(5.5), acc_long(11), radio(30), fire_ex(9), smoke(-24), size(13), tspot(3200), torpedo_detect(36)",,,,,,,,,,,,,,,,,,,429,321.75,590000,1770000
cruiser_tower_german_barbette_1,,tower_main,Enhanced Cruiser Tower I,,390,1500000,,110,vdt_tower_main_b,1,,tower_main,,need(German_CL_Exp_Advanced),"tower_main(1), night(20), aim(10), acc(4.5), acc_long(10), radio(28), fire_ex(8), smoke(-23), size(12), tspot(3000), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,390,292.5,500000,1500000
cruiser_tower_generic_barbette_3,0,tower_main,Cruiser Main Tower III,,537,2070000,,130,vdt_tower_main_b_barbette,1.1,,tower_main,,need(France_CL_Exp_Advanced),"tower_main(1), night(24), aim(12), acc(6.5), acc_long(12), radio(32), fire_ex(10), smoke(-25), size(14), tspot(3400), torpedo_detect(38)",,,,,,,,,,,,,,,,,,,537,402.75,690000,2070000
cruiser_tower_generic_barbette_2,0,tower_main,Cruiser Main Tower II,,489,1770000,,120,vdt_tower_main_b_barbette,1.05,,tower_main,,need(France_CL_Exp_Advanced),"tower_main(1), night(22), aim(11), acc(5.5), acc_long(11), radio(30), fire_ex(9), smoke(-24), size(13), tspot(3200), torpedo_detect(36)",,,,,,,,,,,,,,,,,,,489,366.75,590000,1770000
cruiser_tower_generic_barbette_1,0,tower_main,Cruiser Main Tower I,,450,1500000,,110,vdt_tower_main_b_barbette,1,,tower_main,,need(France_CL_Exp_Advanced),"tower_main(1), night(20), aim(10), acc(4.5), acc_long(10), radio(28), fire_ex(8), smoke(-23), size(12), tspot(3000), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,450,337.5,500000,1500000
dreadnought_tower_main_4_forflat_var2,,tower_main,Reinforced Main Tower II,,762,3900000,,155,dreadnought_tower_main_c,1.045,,tower_main,,"need(BB_Flat), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(35), aim(15), acc(11), acc_long(19), radio(60), fire_ex(18), smoke(-34), size(14.5), tspot(5400), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,762,571.5,1300000,3900000
dreadnought_tower_main_4_forflat_var1,,tower_main,Reinforced Main Tower I,,720,3600000,,145,dreadnought_tower_main_c,1,,tower_main,,"need(BB_Flat), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(33), aim(14), acc(10), acc_long(18), radio(58), fire_ex(17), smoke(-33), size(14), tspot(5200), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,720,540,1200000,3600000
dreadnought_tower_main_italian_3,,tower_main,Front Tower III,,462,1725000,,125,dreadnought_tower_sec_c,1.16,,tower_main,,"need(BB_Italy_Dante), need(g1;g2;g3)","tower_main(1), night(29), aim(10.5), acc(8.5), acc_long(9), radio(40), fire_ex(16), smoke(-38), size(14.5), tspot(3450), torpedo_detect(36)",,,,,,,,,,,,,,,,,,,462,346.5,575000,1725000
dreadnought_tower_main_italian_2,,tower_main,Front Tower II,,462,1515000,,125,dreadnought_tower_sec_c,1.16,,tower_main,,"need(BB_Italy_Dante), need(g1;g2;g3)","tower_main(1), night(28), aim(9.5), acc(8), acc_long(8), radio(38), fire_ex(15), smoke(-36), size(14), tspot(3250), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,462,346.5,505000,1515000
dreadnought_tower_main_italian_1,,tower_main,Front Tower I,,420,1335000,,115,dreadnought_tower_sec_c,1.12,,tower_main,,"need(BB_Italy_Dante), need(g1;g2;g3)","tower_main(1), night(28), aim(8.5), acc(7.5), acc_long(7), radio(36), fire_ex(13), smoke(-34), size(13.5), tspot(3050), torpedo_detect(33)",,,,,,,,,,,,,,,,,,,420,315,445000,1335000
dreadnought_tower_main_4_japan,,tower_main,Advanced Tower IV,,750,2685000,,140,invincible_tower_main_a,1.15,,tower_main,,"need(BB_Japan_Early), needunlock(early_BB_towers_level_4)","tower_main(1), night(30), aim(15), acc(8), acc_long(15), radio(38), fire_ex(12), smoke(-37), size(17.5), tspot(4000), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,750,562.5,895000,2685000
dreadnought_tower_main_3_japan,,tower_main,Advanced Tower III,,690,2505000,,130,invincible_tower_main_a,1.1,,tower_main,,"need(BB_Japan_Early), needunlock(early_BB_towers_level_3)","tower_main(1), night(28), aim(14), acc(7), acc_long(14), radio(36), fire_ex(11), smoke(-36), size(16.5), tspot(3800), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,690,517.5,835000,2505000
dreadnought_tower_main_2_japan,,tower_main,Advanced Tower II,,630,2385000,,120,invincible_tower_main_a,1.05,,tower_main,,need(BB_Japan_Early),"tower_main(1), night(26), aim(13), acc(6), acc_long(13), radio(34), fire_ex(10), smoke(-35), size(15.5), tspot(3600), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,630,472.5,795000,2385000
dreadnought_tower_main_1_japan,,tower_main,Advanced Tower I,,570,1905000,,110,invincible_tower_main_a,1,,tower_main,,need(BB_Japan_Early),"tower_main(1), night(24), aim(12), acc(5), acc_long(12), radio(32), fire_ex(9), smoke(-33), size(14.5), tspot(3400), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,570,427.5,635000,1905000
dreadnought_tower_main_4_japan_semi,,tower_main,Frontal Tower IV,,570,2385000,,120,dreadnought_tower_main_big_a_var,1,,tower_main,,"need(BB_Japan_Early_Semi), needunlock(early_BB_towers_level_4)","tower_main(1), night(30), aim(13), acc(8), acc_long(13), radio(34), fire_ex(12), smoke(-33), size(17.5), tspot(4000), torpedo_detect(36)",,,,,,,,,,,,,,,,,,,570,427.5,795000,2385000
dreadnought_tower_main_3_japan_semi,,tower_main,Frontal Tower III,,510,2205000,,110,dreadnought_tower_main_big_a_var,0.95,,tower_main,,"need(BB_Japan_Early_Semi), needunlock(early_BB_towers_level_3)","tower_main(1), night(28), aim(12), acc(6), acc_long(12), radio(32), fire_ex(11), smoke(-32), size(16.5), tspot(3800), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,510,382.5,735000,2205000
dreadnought_tower_main_2_japan_semi,,tower_main,Frontal Tower II,,450,2085000,,100,dreadnought_tower_main_big_a_var,0.9,,tower_main,,need(BB_Japan_Early_Semi),"tower_main(1), night(24), aim(11), acc(5), acc_long(11), radio(30), fire_ex(10), smoke(-31), size(15.5), tspot(3600), torpedo_detect(32)",,,,,,,,,,,,,,,,,,,450,337.5,695000,2085000
dreadnought_tower_main_1_japan_semi,,tower_main,Frontal Tower I,,390,1605000,,90,dreadnought_tower_main_big_a_var,0.85,,tower_main,,need(BB_Japan_Early_Semi),"tower_main(1), night(22), aim(10), acc(4), acc_long(10), radio(28), fire_ex(9), smoke(-30), size(14.5), tspot(3200), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,390,292.5,535000,1605000
dreadnought_tower_main_1_bigvar,,tower_main,Advanced Tower I (Enhanced),,336,1455000,,105,dreadnought_tower_main_big_a,1.05,,tower_main,,"need(BB), need(g2), need(g1), needunlock(late_BB_towers_level_2)","tower_main(1), night(20), aim(10), acc(4), acc_long(10), radio(30), fire_ex(8), smoke(-28), size(12.5), tspot(3250), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,336,252,485000,1455000
dreadnought_tower_main_1,,tower_main,Advanced Tower I,,300,1305000,,100,dreadnought_tower_main_big_a,1,,tower_main,,"need(BB), need(g2)","tower_main(1), night(20), aim(9), acc(3.7), acc_long(9), radio(27), fire_ex(7), smoke(-27), size(12), tspot(3050), torpedo_detect(38)",,,,,,,,,,,,,,,,,,,300,225,435000,1305000
dreadnought_flat_tower_main_4,,tower_main,Advanced Tower IV,,834,4110000,,150,invincible_tower_main_a,1.33,,tower_main,,"need(BB_Flat2;BB_Britain_Alt2), need(g2;g3)","tower_main(1), night(45), aim(15), acc(9.5), acc_long(20), radio(75), fire_ex(17.5), smoke(-49), size(20), tspot(5300), torpedo_detect(61)",,,,,,,,,,,,,,,,,,,834,625.5,1370000,4110000
dreadnought_flat_tower_main_3,,tower_main,Advanced Tower III,,660,3750000,,120,dreadnought_tower_main_big_b,1.275,,tower_main,,"need(BB_Flat2), need(g2;g3)","tower_main(1), night(40), aim(13), acc(8), acc_long(18), radio(70), fire_ex(15), smoke(-43), size(18.5), tspot(4500), torpedo_detect(59)",,,,,,,,,,,,,,,,,,,660,495,1250000,3750000
dreadnought_flat_tower_main_2,,tower_main,Advanced Tower II,,570,2970000,,90,dreadnought_tower_main_a,1.33,,tower_main,,"need(BB_Flat2;BB_Britain_Alt2), need(g2;g3)","tower_main(1), night(35), aim(11), acc(6), acc_long(16), radio(60), fire_ex(12), smoke(-42), size(17), tspot(4000), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,570,427.5,990000,2970000
dreadnought_flat_tower_main_1,,tower_main,Advanced Tower I,,492,1800000,,60,dreadnought_tower_main_b,1.43,,tower_main,,"need(BB_Flat2;BB_Britain_Alt2), need(g2;g3)","tower_main(1), night(25), aim(13),  acc(5), acc_long(14), radio(55), fire_ex(11), smoke(-38), size(15), tspot(3800), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,492,369,600000,1800000
dreadnought_tower_main_4_forflat4,,tower_main,Reinforced Main Tower IV,,1050,6300000,,175,dreadnought_tower_main_c,1.22,,tower_main,,"need(BB_Flat;BB_Italy_Old), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(59), aim(19), acc(14), acc_long(24), radio(84), fire_ex(20.5), smoke(-36), size(17), tspot(6400), torpedo_detect(66)",,,,,,,,,,,,,,,,,,,1050,787.5,2100000,6300000
dreadnought_tower_main_4_forflat3,,tower_main,Reinforced Main Tower III,,960,5100000,,165,dreadnought_tower_main_c,1.17,,tower_main,,"need(BB_Flat;BB_Italy_Old), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(56), aim(18), acc(13), acc_long(23), radio(82), fire_ex(19.5), smoke(-35), size(16.5), tspot(6200), torpedo_detect(64)",,,,,,,,,,,,,,,,,,,960,720,1700000,5100000
dreadnought_tower_main_4_forflat2,,tower_main,Reinforced Main Tower II,,870,3900000,,155,dreadnought_tower_main_c,1.11,,tower_main,,"need(BB_Flat;BB_Italy_Old), need(g2;g3)","tower_main(1), night(53), aim(17), acc(12), acc_long(22), radio(80), fire_ex(18.5), smoke(-34), size(16), tspot(6000), torpedo_detect(62)",,,,,,,,,,,,,,,,,,,870,652.5,1300000,3900000
dreadnought_tower_main_4_forflat,,tower_main,Reinforced Main Tower I,,780,3000000,,145,dreadnought_tower_main_c,1.06,,tower_main,,"need(BB_Flat;BB_Italy_Old), need(g2;g3)","tower_main(1), night(50), aim(16), acc(11), acc_long(21), radio(78), fire_ex(17.5), smoke(-33), size(15.5), tspot(5800), torpedo_detect(60)",,,,,,,,,,,,,,,,,,,780,585,1000000,3000000
dreadnought_flat_tower_main_4_norm,,tower_main,Advanced Tower IV,,714,3810000,,130,invincible_tower_main_a,1,,tower_main,,"need(BB_Flat), need(g2;g3), need(g1), needunlock(late_BB_towers_level_2)","tower_main(1), night(45), aim(14), acc(9.5), acc_long(19), radio(75), fire_ex(17.5), smoke(-49), size(20), tspot(5300), torpedo_detect(57)",,,,,,,,,,,,,,,,,,,714,535.5,1270000,3810000
dreadnought_flat_tower_main_3_norm,,tower_main,Advanced Tower III,,540,3450000,,110,dreadnought_tower_main_big_b,1,,tower_main,,"need(BB_Flat), need(g2;g3)","tower_main(1), night(40), aim(12), acc(8), acc_long(17), radio(70), fire_ex(15), smoke(-43), size(18.5), tspot(4500), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,540,405,1150000,3450000
dreadnought_flat_tower_main_2_norm_cruiser2,,tower_main,Advanced Tower IV,,600,3950000,,90,dreadnought_tower_main_a,1.2,,tower_main,,"need(BB_Flat;CL_Armor_Exp_var2), need(g2;g3), need(g1), needunlock(late_BB_towers_level_2)","tower_main(1), night(39), aim(14), acc(9), acc_long(18.5), radio(64), fire_ex(14), smoke(-44), size(19), tspot(4600), torpedo_detect(54)",,,,,,,,,,,,,,,,,,,600,450,890000,2670000
dreadnought_flat_tower_main_2_norm_cruiser1,,tower_main,Advanced Tower III,,540,3450000,,85,dreadnought_tower_main_a,1.15,,tower_main,,"need(BB_Flat;CL_Armor_Exp_var2), needunlock(late_BB_towers_level_2)","tower_main(1), night(37), aim(13), acc(8), acc_long(17.5), radio(62), fire_ex(13), smoke(-43), size(18), tspot(4400), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,540,405,890000,2670000
